attendance,study_hours,prev_marks,assignment,internal,predicted_score
89.03479642535316,3.149110711282119,48.46949389220537,40.06119317780885,40.30171967937509,65
92.31394845197181,6.078366011371376,56.15485228634451,39.78081870005205,47.88046354033166,85
89.9062534726079,5.978092905756043,54.997623422318505,44.86878585617387,54.80543697295223,85
91.67794194084287,10.821660243068422,92.63244760896944,66.16826430750615,78.82148311904808,85
87.0788304717061,9.24597650162311,96.02167380970083,70.01766360040207,82.00574008110785,85
62.376352042158885,3.396973274919077,37.78824634213753,28.775858399234917,37.165333045556956,65
61.24682011677019,2.0587224679159455,40.20467498173021,27.1353944343119,33.23022408901754,65
87.02517721461588,8.554099436736255,83.43322865775053,65.43131953040177,78.98428073875922,85
88.0896385367551,10.166422581986025,91.53809808169426,73.90422914644022,77.06842322992328,85
89.9312412306538,9.153727585421107,77.21108619461567,62.57380350663222,62.40963652183618,65
90.92300713335193,10.04188779164736,82.02691085827217,62.5260020561754,75.43030491739808,65
58.53004884920929,4.016385053385464,45.65529891796686,35.36054404913871,39.63163229821944,40
59.36530701151494,5.0760225181326515,27.560635211098973,20.761140017714883,23.365889286582046,40
89.78562871439924,9.759116115386355,85.98060179154,63.697904887654666,68.17281823530236,85
89.04903728965462,5.910510923338029,77.52265202161216,60.77526397625878,71.76295796675666,85
60.92215108116685,6.9221138965030224,83.53462829325119,74.57287579777272,80.40976281770247,65
60.46874117367438,8.313282970067686,79.46364179881299,64.61275541645831,66.66703731720318,65
92.40703082904272,10.328984232967779,92.23154999978365,74.55478324958922,85.40276588552351,85
88.51063556173145,7.189252209354921,86.93117613286014,78.08043802720114,73.94555286605532,85
58.67914425043848,1.6328358588651368,30.69446426296704,25.010989001202486,28.92234301164706,65
60.551224079285326,0.0,36.549131868293145,28.713146133607644,29.35084204444115,65
59.08517690409812,2.6713719452605953,11.059306529514144,13.521360041144366,14.22489968944072,40
60.624536539472466,0.0,15.0198568854843,11.19530043180858,21.026505846012217,40
90.67729354231435,4.510826539309841,21.757175045856794,16.389677869652875,15.973237655387328,65
90.87901103926512,4.303246178990398,30.497684910602644,17.588997256302676,28.02994710992194,65
87.8396349774647,5.30416752984708,33.79046777924101,27.26120024996951,33.661179696294475,65
86.52350386118222,4.782079768246758,60.05880282849785,48.5512508050401,58.247093623785325,65
89.87006014992583,5.759130997819788,77.351832827033,62.342102227987304,69.0550814202761,85
88.96773764500581,3.677714573646227,83.46767039964956,60.46769317535119,76.12485128668496,85
60.07304482839803,3.0117731188604124,94.54704387559275,75.02493611034672,79.20024705437511,65
60.52451862039871,9.342260680048252,87.3490797952689,70.42094988302506,72.10899913359424,65
58.9203715564707,5.866449642393043,30.972502949129893,28.875567504085748,27.28739426591318,65
61.513805250741484,6.23177880977118,39.37036378214027,36.94576757772341,36.51013297730717,65
87.57441276603959,7.835896023377273,44.886762463903,39.747967201168066,44.44521143052865,85
86.4415337778707,8.52663223824974,60.1601344120257,43.8772901394508,57.13016928757239,85
93.67485050028678,6.515904560723717,85.84473100733467,65.01575032706162,81.38880974279685,85
92.92307712019455,10.090357887723473,90.93549355253833,68.89024904399588,82.62161640652492,85
88.97828347821462,6.1627552312960905,51.62194156893851,38.839035858268694,47.11973243742082,85
87.68919594830736,9.040365719289282,42.01230097019117,34.11681805542101,36.7621636226063,85
88.77032457619376,8.580875139651877,26.29897617416148,16.56089477815365,23.065846830759988,85
89.98042401857546,9.35388275022701,21.475000655396848,21.080707386783345,20.247369121262448,85
55.39013215867795,6.200992337272314,34.05971643538383,21.656488461196673,27.274848668957617,65
61.23941139551229,8.13889999293547,29.911419603937272,22.36570531165575,26.17216490982327,65
63.66037774687644,0.0,18.236237635013637,13.343972032681165,11.347386075997424,40
59.24412789986322,1.8840694476616238,13.54016117192901,12.064997687414229,7.833937584019678,40
93.3690357361922,1.771921961136406,29.4236874248525,14.280843719690433,32.68412266926802,65
90.8279005090941,0.0,35.41992608488828,33.802295415972594,22.688239217029633,65
59.92908831453704,2.2802379403494526,20.488713188457737,9.578252910544062,15.794736324263528,40
60.915062571682896,3.2516386507192334,17.18961702978384,11.13931855331244,15.145618487262894,40
93.07891219929354,7.670018491912632,83.62814181392628,59.993417823502426,77.83359494915902,65
90.11122799879831,5.1096594469700864,79.8365540794984,66.3400095521968,73.9708760633205,65
58.567047747512355,2.678364066453008,43.92964245961393,33.27147667150349,43.92266965583627,40
58.91399822356612,3.349256964432416,37.944769033492,29.506257723907915,30.126725890601207,40
87.3769268886649,8.823902139578589,22.261310255320122,13.668338512723432,22.009636337865214,65
91.37667126594602,7.624186690096286,27.953157666348112,20.779438182010566,24.18518597896811,65
57.574359826964454,0.0,7.352646399940067,3.3489217424071804,9.752787985434203,40
62.5573108179526,3.2349550996454504,13.405374558212937,5.291732960816929,13.186677203287447,40
88.3214034184918,8.8098453276485,39.86136081400633,22.80391975042008,41.13771711407804,65
90.1629731778786,7.236225900265972,35.88054415927098,36.626552468974616,27.676440724972128,65
92.64931522680749,9.52616483546998,37.394934407524644,30.119554293332907,27.530869017100304,65
89.25444116430502,13.217976306449764,33.58468026510142,29.06653814216675,34.66088771583146,65
89.81224703191268,9.901647371428723,15.144232688560088,10.128179469947458,15.201492037091226,65
88.60237618229128,5.550550094938918,12.824518511732677,8.122156148531769,12.159095986291128,65
88.58771430014716,6.969574615739644,41.472374491944336,37.66965452043817,38.261623288772235,65
90.82976563016474,7.610223570839203,32.801569210370076,34.624323679768096,35.29154211992717,65
94.35269156743331,8.832888173784102,13.892030715795755,18.40977819275761,9.844682894932395,85
89.20981952815968,8.556276680186999,25.847830450933593,26.45766965612378,30.579933481440516,85
87.68223982388085,10.393302666377872,20.243916452849138,13.789713280450776,11.335788929396953,85
91.93871115160844,6.64176266873418,26.007476611911578,22.664612160287426,19.778687248186017,85
56.24433242846596,0.30882248880159624,10.798555333265577,8.871758470248992,8.78572721454203,40
60.99301178366729,2.204171321859363,14.06130403903979,7.0863893563016,7.823075165999006,40
59.48806124130067,0.0,3.6334051649326757,9.529564550783375,0.0,40
61.12558955853507,1.9303105698730554,10.903748118513953,2.948042731645767,10.9249312115826,40
91.84959375549099,10.452975478724138,15.748659285242818,9.340897449988926,9.45658971864996,65
86.67281374224555,13.468681799695776,20.650382435154754,14.738199402862762,16.83410493314385,65
92.84562434041537,8.718844901790131,33.25177428852192,18.985214871577362,21.877988495601382,85
86.04090706021262,10.726040324687439,34.006976572849034,20.82597549236171,26.568351295300776,85
87.9692790660701,9.171869511586559,29.08714934678823,21.750385676841113,31.0356941570508,65
90.47400424998636,9.34924690331388,29.819723079965897,28.52864570292863,16.92447846937031,65
90.49442253104372,11.120884933706657,42.42954115772001,35.09616432513567,33.181714133225164,85
92.53211197259239,6.353737176991319,40.83882839749326,31.614783561997776,31.341877778557482,85
59.96804762823206,10.615641503485659,26.924103914797605,23.753744949239774,20.266060117343795,65
59.733034914148725,9.228061274028622,33.284703900407024,20.44078412793991,25.749312450225606,65
87.76877310741213,10.816360953800881,59.581510299290606,41.82809803271991,51.47712776097921,85
88.52809961145236,7.448487107332162,55.38046099740665,47.50756242120364,51.1373086221663,85
89.22238709567235,7.127619499188471,46.80529211817783,36.32935125409106,42.61080740130092,85
93.03636636726644,10.364860825538301,49.32740160885691,33.65869058652732,44.237685411082566,85
59.92721880130406,0.9613169422325815,38.32927057451835,26.00060181001416,25.820514876283415,65
64.29903373567726,5.678959745978479,43.44802509453691,29.210085569726456,33.6328259550584,65
94.30597621852188,8.602666724746042,61.88045231286455,49.787436796791944,54.30617630805651,85
93.32586463853487,7.7176669388160475,48.799042480619626,41.27796291718218,47.77092828267133,85
89.51408896289814,0.0,23.01291053775537,23.41042060525731,25.64245793741808,65
88.48407435484255,2.764894784882799,32.13475058200979,22.068096391098265,31.5528404399962,65
60.22216171812932,4.936151408986701,62.96516183600994,45.48956552105635,57.84661992510254,40
58.260251117522735,0.0,54.49223428644976,43.21276254770326,49.75288590268014,40
60.33588851107268,1.6785864341973085,42.49565257404602,34.48091755456531,38.170335191970196,40
57.52450035783532,1.4537357794215655,25.544334975877025,30.59806054180032,23.593747153006674,40
62.34704412239492,9.669588076940087,51.009793450399215,36.16197825829997,44.19705157176793,65
65.0078000201171,6.829498912184145,54.375586682750644,44.69349323919428,50.86919420891303,65
59.53429742321371,0.0,60.00140783650439,42.19664890071209,51.21536836209647,40
61.85211161402016,0.0,60.50054455506779,46.535509612745074,59.16456430298088,40
62.41867916411546,4.100537461907381,58.91142267520512,43.57087198868223,53.00693902775623,40
58.09221419912723,0.9645177642648386,56.738966159315844,50.76475028595312,51.951908142221036,40
86.58367367792042,6.867890205798741,41.81625060712537,25.45798591888413,30.702711983518718,85
91.82846441465168,7.994494731857406,45.21607534678982,38.460422228105315,47.67854902193993,85
89.98698729708397,10.472462333770261,57.05144370049786,37.55391009027708,42.15689765695672,85
88.32997854645664,8.720475906808947,45.971997979837035,37.82956264326627,50.41098612053221,85
91.4659801992442,7.319239489710071,60.478433331800844,45.75441721596435,58.989897071587606,65
89.05668802726993,9.2560337980165,60.04426964094771,41.432788508224384,55.032404017959806,65
58.71718866361495,1.8888900246918379,9.072103531458033,4.815783691805338,5.661249105924865,40
61.54412333816306,3.237114055419812,8.123268832513157,10.147868018337919,2.7334129002430205,40
61.64518026281925,6.888507547420511,44.26230732467016,39.122278717611565,39.40785539595466,65
57.387172276473706,10.370775189254527,51.90312253035735,40.97949273619951,43.08101588596817,65
88.82868078572147,11.122747211683375,49.31844065483131,45.17122377008388,37.7321816760249,85
91.5962853153034,5.687978293869491,52.49987090265,41.32265809912057,50.938967821440826,85
90.56128845166961,6.166497995670095,57.43114609407085,41.65534171651374,47.91670668737804,85
90.68039855836764,13.951016367864877,72.27871969850871,59.62524218131726,66.21906205591915,85
90.69277447266,11.271011151008603,69.57694504519179,59.87968393795279,58.79455808195225,65
91.20598240584484,7.250007320798426,69.16541761822343,51.37347357828827,63.326478809718964,65
87.99758167110863,11.727386456904467,89.92443978299877,68.95993373131832,86.25419447360719,85
87.3942616111656,7.923206517464902,89.50320770275903,77.34301706189387,84.4843089729131,85
58.237878219768916,2.120993270255444,35.5313525139352,32.749395718890966,36.908882567315395,65
60.31846775766638,9.494685635751285,30.751382047077016,22.029097273674275,25.419298509308216,65
91.95659403394723,9.28355786902399,84.9705344348283,65.45797120585112,74.93596917454505,85
89.0891880365822,8.147912151780444,77.59588936142312,66.68227990310177,68.36241844382599,85
85.65910010201083,7.295306369030083,82.9085187002908,61.579188753748696,69.89205772164206,85
89.76035581799846,12.06378537291015,85.31491740869295,65.47066883992824,68.7189815552187,85
57.90452243229146,3.7598719542670325,1.7187054079609556,0.08115963299261875,10.159739386476922,40
62.47703333781718,2.122643661970222,7.336021172022634,10.628085478155166,3.7924853478002767,40
91.44101321049605,7.135916581589207,35.760298615987004,26.718718791500905,31.91730157397991,65
91.79425993191197,12.5091838038869,35.67171382928546,25.923016863117557,27.485329479049188,65
90.08074780118314,8.290931136436832,34.13997662813568,23.82561531125229,33.58116343454936,85
89.75735017599338,11.011392206743079,44.00815813438682,33.89979214376154,39.974579923385136,85
90.36831362687906,6.164349803662303,68.35031479734606,55.412044757328125,65.09709888207531,65
92.18981126276311,7.591145284657602,86.59290010690782,69.72433621720658,78.18755542337829,65
59.414691075958615,0.47072624475385005,1.313290326232714,3.1763554579471416,0.0,40
57.149124086190874,2.6254998642648637,3.231089450614927,6.1628754410385085,3.4404398875804016,40
92.72978700186962,9.784145363111767,88.46089042138557,67.28853101409354,79.63514756326698,85
90.31123078253171,7.88789988571483,92.85077679593785,74.3171977271829,78.15632448062146,85
91.40179851740541,9.08735550212144,88.03204779196814,64.28069925181396,80.46816853480341,85
90.25141232441499,11.125584090257078,92.5525217897894,79.6294798432824,82.54406997837718,85
89.95019961670012,10.204382198775578,45.263282449376874,36.04371753645728,39.293258702440234,85
88.5573249362495,9.504452713428876,57.86516744881008,41.93976575877425,45.437425915284365,85
60.87649782063018,6.665028180971247,56.754096030595214,48.332346681117826,53.56960817592001,65
59.52955113770289,2.6520737665637935,60.098219248774996,38.30433380084119,47.45631508637628,65
88.01991093469978,5.6161980225785975,82.18429268140164,61.19445632753766,75.71016697151244,85
90.61535135067155,9.327418156556803,80.09120890147587,66.35031032622848,65.3257062850278,85
58.825645149768945,8.388795290339052,44.49974646585022,30.379984021188378,34.38432210972148,65
59.69132099999485,10.702234389215011,44.26939861122945,34.380515290250635,46.52244486463325,65
63.47319275165642,0.0,22.347847720848563,14.910925984441919,26.50153592937565,40
60.95067315140375,4.79051844203471,35.98643329435151,21.01505915539666,33.397263530231584,40
88.78332823359057,9.226817156705359,61.87186204915707,58.038727648755575,58.445824042744874,85
89.21754303661675,7.479681056705405,65.69706730983847,51.303787147385,63.47914107530269,85
90.70053494892427,7.629711743616458,84.95062465202801,72.7732697787965,80.12338646400245,65
89.82478009807089,4.554768007955751,94.55548246812049,72.7379757928084,86.30216706876826,65
56.819347480917465,8.268605174855809,46.187085250400024,32.795104871928686,43.14443044436606,65
53.95906396038634,7.2704701436327435,56.277204038566495,41.89697441541297,42.911534919854766,65
92.8690208132156,9.246025284556119,60.10427652250131,46.07587166073273,51.51143433936444,65
87.48017505343543,10.179336896922115,51.68428868735207,42.729102486966156,46.00605963855899,65
88.1251775603653,8.63170789933574,53.47440441384041,40.464648143829095,49.045129767385156,65
87.28099437522087,9.545427317701028,51.99763380633544,37.24159387334293,51.65329316208458,65
88.21008252721529,9.602031127929031,54.07664327527165,46.08734783997541,48.18722027941697,65
93.61894125685208,7.445052690025247,49.85919855251616,36.68912131284646,53.07139749843092,65
60.011837772084526,9.174506048351205,80.0341195128202,57.208940150494975,69.27346550407752,65
61.24119464194313,12.77833726093078,73.46320603754974,55.162876639195055,67.68839981749437,65
57.387830970870255,7.788314603801525,55.73539657942396,48.715490336839046,54.47384333888864,40
62.31722883326287,8.819430074249931,59.9182677712833,42.9953450746834,51.961539108315485,40
91.1918785431835,8.994977719155704,82.98163542432964,60.79350552024407,66.75334256978933,65
89.62569167864078,8.934663246979145,79.79871149341427,63.53369848417844,68.39243550150218,65
89.3643869617953,11.362245617001868,91.58496211412256,74.79093140625429,79.52774910763648,85
92.5367241867821,10.371122444274418,89.44925869676156,68.92637928831059,83.01734234434018,85
93.18982191171182,4.550376970314815,14.052930214180087,7.568721365951475,10.526829784095538,85
90.96351384581374,8.07090235552282,14.187887464375033,13.722926044813613,15.691556228105402,85
61.482785255721346,7.470040948008796,28.79896289527456,27.612588635127437,25.710905432161567,65
59.523344571051275,8.116960298730179,25.46424655178651,17.85418314282069,22.117216941563342,65
86.61123747173541,9.78473954055806,67.03632364606958,48.48705138966004,55.24697186131693,65
90.38428072011747,7.7358545497749365,62.474232451836734,48.20898165426794,55.687082878805725,65
87.59708068658223,9.844797641124444,58.21996533817873,42.15947132193494,47.12809853768814,85
88.07708608635262,11.219865579352899,47.267464201200745,30.428057089841833,46.06741832571555,85
92.94940257273868,7.084157982340335,91.04725174392406,73.44076959965055,70.36088954170215,85
88.91167212687125,12.490384684835853,84.57136206184748,73.47747311772308,80.72060654191986,85
57.0800757769841,12.709518904748442,81.1330239364639,66.99822218636653,73.40687365874236,65
59.45321877933809,8.04739684053206,81.97002643074211,71.651936732687,68.5823262266067,65
59.99178654219481,10.639807176178307,84.35872350574415,65.72430711933416,74.25053163263453,65
61.49000567694462,7.856297645540261,89.70393545914533,74.81646549412427,78.220739152686,65
90.42978565313247,10.332741575513273,82.84760656663435,73.25679868573054,79.3157753497296,85
90.00253642521666,10.460728481439904,87.25886438840911,73.83358049868121,81.05400040833193,85
88.21844301679107,9.993173566203993,69.35641759623874,56.76815385012248,66.8371899328269,85
90.86821280612503,6.795180699732271,77.72676547152383,57.226148466560545,62.63806520588271,85
60.21805932771441,0.41111591742523235,46.549107335272595,43.12263724261659,44.36102520877042,40
59.02619500534493,4.723259775467076,53.756177013100526,37.68069854276137,42.27491868048531,40
90.31928442980447,8.829349244504408,66.31681340848006,49.09126258833784,56.45159678275495,65
87.42980388051448,10.508360319518122,72.50201941085248,50.1531367382163,65.91452411441443,65
91.7691803486051,8.963442531411697,80.12405141728087,65.1315466157626,70.04288001312722,65
93.81180563565897,7.510834994928235,79.5494459931827,63.7298241513385,73.95103702797603,65
58.56293571999452,1.2392262273575305,5.55859182797524,0.8142018360206764,3.1567872723751376,40
63.14293811034757,0.31785700453644183,5.981255649190374,5.279665549652733,12.653859627457045,40
90.62964014566676,5.208810934183946,33.37312505660713,20.557273375701413,28.1586010246408,65
90.94262367482354,10.284647616140008,39.15585223006464,24.967236056251632,38.941755176189886,65
56.07953515809761,0.04645326875000899,45.35356785789816,36.72969731449961,43.592804566863165,40
59.60462653029512,2.333405258340772,50.051923099135465,36.181744370682644,40.617598578368444,40
92.38898804863408,2.212899604150928,15.144838543413325,6.359163171961641,12.950266121056135,65
88.83702640323406,2.2871502821595557,21.784588807396034,16.154909666645132,16.137716148681356,65
61.2621356111109,6.655400139594072,15.792080020908353,11.943566743973248,13.056676556663485,40
58.55102343884173,0.7198337281292453,29.894012951190412,22.61355995446833,23.492276814791566,40
62.90141911234254,5.612424631488416,44.033682937860824,32.451919166134225,33.96284513205045,65
58.45820758654399,1.8828509133729219,52.955111015853895,42.05403732596946,47.369708506767985,65
59.639160655904206,0.43579792961501285,21.928498735467258,15.385996251758058,13.946400783030565,40
92.27344323738433,0.31756218971864403,29.470917987843386,23.550668462829098,33.539058602980205,65
92.05801311465102,3.0833675421528244,35.965072295533595,30.39900791371447,25.94920336617025,65
88.95928530317148,6.604382721655103,64.16953297672256,55.124082814751034,51.856250792580624,65
92.45763334396398,7.5052444273948185,68.61321757329733,51.71173136657548,53.92800009643991,85
85.47822839921318,1.454737482062571,15.48614649652702,9.033343532686192,11.012357831560776,65
56.290108636289,3.3995738466726717,6.0612381640032975,5.026591919115394,1.2650646681898066,40
59.016246611922526,0.38928534572924245,19.407097811238405,14.636508639311971,14.245464649664264,40
60.05268236323634,5.0287932535372795,59.850782287420124,50.101793785514545,55.929024748802256,85
90.57555983328211,7.393438072765088,49.008235190615416,44.119543457509515,44.34879283472188,65
61.69336366031533,1.6097404727977895,62.123932766239,45.26678432733013,59.20436729186672,65
58.83923699196987,0.0,72.1428200426019,56.47782399997844,71.66196321074332,65
90.60128194053009,1.2147329343981892,80.7620054584974,65.8271643382062,73.11012274551926,65
87.58877235276869,4.877580845282514,84.669404520579,63.77260428520563,73.49570186629722,85
57.50455125843374,2.0674343766347976,68.83506226124499,58.083434246622126,61.05750701546195,65
89.87064878054122,2.004839957114098,45.779232106957174,37.605240599839824,42.10938672485778,65
90.56864862031112,2.5427809893113347,51.933488973885076,46.603122404532066,43.48844490993853,65
60.64278731665435,3.098513751670754,29.002638090069418,15.89663026454245,28.722541051553037,40
60.38318741993597,0.0,40.78874372493888,27.45624495611996,33.23558442106844,40
58.569059374035646,1.3367751447505538,28.437140725936676,23.801863728673105,29.987754531901906,40
89.13472245921255,5.491259942852826,31.967618485215674,27.23909079748053,29.37889592036632,65
57.02923871048593,0.0,30.056871860606098,18.351262796752543,22.374408755644378,40
91.43605183407851,6.668250767724837,59.85500561991516,40.61649923612217,53.56224192056128,65
94.27442703037863,8.664527990351331,36.77322696643973,27.861946511709583,30.77708609118209,65
92.64909622298393,7.956968407873797,60.17802050560505,44.78952216673877,50.66335930111376,85
56.91132317434187,2.0745359689316314,19.59888476759366,18.847727332031283,21.644527038570686,40
61.22591587516626,0.2098984505632051,30.11000231407388,18.08702353858525,27.567299328623164,40
60.39948104318796,6.743335702589528,22.619236999871067,17.116337339775193,17.353969060878647,40
57.22250800017226,2.1698684257047276,28.726667094413433,15.855191662320667,24.0231186140178,40
61.41652022264998,1.1494987105797243,23.92597830113207,8.33245267219346,17.68227160360244,40
58.7482136600295,1.0343807539028713,18.288268555021133,15.497116945318814,14.785835333593019,40
90.65839894404968,2.814117512271995,68.20724210900165,55.7924925398431,58.79442315650764,65
57.40639411746084,1.0495524928186601,0.0,0.0,0.0,40
89.11867980561688,10.319983505139405,61.10115645337508,52.036819284723634,56.70533687502753,65
55.28210516373615,0.0,41.48658422849334,28.2607660688719,33.326639366557785,40
87.93807995263549,2.0127744329835897,37.123717839698095,28.398316829825628,25.99247385860729,65
61.510441398868984,0.9001514272395763,24.518247607902662,15.32913478231913,14.259177026067658,40
87.57419404735174,3.415139605485312,62.84913720611477,51.46289831428363,60.04178237355746,65
91.7225487841543,0.9957894983756819,63.074354855466495,56.600956209329496,57.75099563657746,65
60.46343351665311,4.7636878307775845,43.41923759733813,43.04735716816218,40.96093293223093,40
60.02915216535589,1.3668111832937568,19.92839890182118,11.279998845801636,19.515484268154268,40
92.88368649947515,0.0,76.6883319128472,57.40331040098178,74.20599588245038,85
92.94963226964764,7.313155190458179,63.10053100290514,43.76797934852815,52.00918836214938,85
92.16072292499493,0.838917940522542,60.80856532160382,39.982441580875836,48.07424961701912,65
57.97956017581393,2.773132362552955,47.123712931886935,34.05137228333852,38.14181326500802,40
61.568211271703184,2.540255919864981,43.22548767087073,31.80478052456533,41.47510057884489,40
92.00423873688203,8.391594418551728,40.9589727354749,33.12339410691998,33.87419848551213,65
88.44771883552582,5.569754262359116,57.19138483768445,44.897370669911204,53.6210663064245,85
59.540092386020255,0.061332437900962766,23.193891595774534,17.604568537441498,22.730319186513395,40
57.42151574864684,0.0,15.796876540628373,8.093087772967019,18.527306441572602,40
58.53373794543834,1.3880540999010154,8.857189000163986,5.642069995067816,7.5094400693284555,40
57.42739176009068,0.24182302617230944,3.8289993677279277,2.343657841871776,1.2615597200680042,40
91.25856452770195,5.686418949999653,40.78997085255924,34.3351408657651,38.583942643523415,65
93.00802684588793,3.6693361117433922,30.69496379629055,28.941823846032676,29.351789382773173,65
57.96171430333411,0.0,24.485460140656492,18.51484255718799,23.10382585275613,40
92.08443176631101,11.496494482771858,42.12884799675217,30.704461421861684,47.33570663172238,65
91.34597745511162,10.167073110037402,81.18377295576059,70.36384627892782,67.20804291505793,85
87.98100814062506,0.8031433446540808,14.09311841151271,11.311322171338293,13.041636049044932,65
59.36232489982662,0.0,5.149933841360021,0.9132698098397861,0.0,40
60.35564708312541,0.26941021004019394,20.69296559813095,20.248718170141515,13.755504566619303,40
59.38240538515099,1.7478350491386188,27.041478675154128,18.548924802470612,21.516846930425967,65
89.43072274029245,8.466905997977918,69.29174713190152,52.742214779378195,64.74361163532188,85
92.69312249539374,5.129036156690494,44.85776688428254,39.55651726946386,42.36916440653618,85
93.75059550704947,0.13737375894681447,31.78591118879805,19.984430081068435,21.77380775904282,65
58.365410173468206,2.3742578209199645,12.508357993296563,14.612569467081652,13.144313931082356,40
88.76727197853906,0.0,19.910686338922055,17.77868782938721,13.132237185838287,65
91.52905237920152,0.710804376263247,8.985665908481968,10.115698967378542,4.450425500410333,40
60.15700774576721,5.871176364310997,21.83713258828056,16.533818451450536,15.408986504918726,65
90.6642807178008,0.0,11.146305238384766,2.3419672688248183,12.843878825904888,40
86.1159252817674,10.343413609051911,52.257724909770154,41.97417777424132,44.08509151158827,65
89.05780357011591,5.661688854659223,34.75525132891436,35.160640892364,27.81127266222336,65
88.2590469491311,11.125166125766356,33.13337631790676,24.125569909816953,31.79269009594832,65
59.90319382543738,0.0,9.423953817103971,8.647691945362716,5.646642846323124,40
92.20826385103156,10.287037625255847,69.99999587424958,46.25025976780881,58.46346751667053,85
89.48157902750643,3.024558979171297,26.25888672971248,21.892407459502245,22.81724856838139,40
59.384004837686405,2.6807436097602158,40.13891563968678,32.56937918774885,33.19067499221874,40
58.731362968614945,3.5346085942943475,45.583207681623534,35.344870374058,37.72222207855214,40
57.05704271779927,0.0,32.059677060954314,27.243263875674295,25.348943882504006,65
59.931322252591244,7.899297880626427,31.652032989174543,25.515078747764935,23.946512395303927,85
57.9341991497383,0.0,6.714635651341524,9.655076601304826,6.714552347130741,40
91.50204667482768,1.860822895459173,57.22227868569035,46.80560856626366,51.84761038390102,85
87.21762891129286,9.49105582332414,33.017910676503234,25.050030861736055,31.58776610183654,40
89.3008693546566,0.2304030332277932,16.837635424224683,10.423167965993017,13.93533758563244,40
58.84954853338735,2.4659129853856,28.71678358052991,28.396245938582567,27.523816345860677,40
57.22329186164409,1.0610475130699764,34.90178823490473,29.134150501157993,39.04604042178618,40
90.11607621233014,9.829061211320314,46.28367245033319,33.50164549045665,42.48681023666707,85
91.66958733531501,7.54934426820482,28.907888265599553,25.773009233147768,25.835819850492435,85
86.38400206761024,6.901459981528896,51.6879781308931,36.4582423443449,40.678562915422404,85
58.101485527177594,3.8778817779788017,38.753507869717026,25.042239503427474,32.25366658563452,40
92.42357908446655,8.505278780359824,69.21300374427251,58.702047019822515,63.99925674024538,85
92.07734040261188,4.629629393522235,47.196583640052545,35.998021286563684,47.85445376788144,85
88.33897365843981,1.1787919755542915,12.916815448272907,9.92885137774218,11.054310141311765,65
93.3793872374496,4.162336097475718,14.215247437065834,14.775657260389664,12.736426695484537,65
60.743326811896715,0.0,44.215602971600156,34.386396692534746,37.95069287270458,65
90.82229259463686,8.018451320419404,77.29155537599667,56.4601364223235,62.438416395280804,65
92.94314177233515,9.055576060922952,37.14815494534939,30.849195137108484,39.39553377595978,85
60.49321142950523,0.992040886545644,5.934004758110439,5.899960216584603,0.49031798003304106,40
56.92580206084516,0.0,5.1083966505422405,8.57814246797286,7.323788705069836,40
59.63689342282662,0.0443388436313461,0.5322257998119766,0.0,2.4554917100817417,65
61.7121269185287,0.322163002827521,45.96485922352041,37.61965358508993,39.69937123855692,40
93.24232390449394,3.1419860544974365,29.382309723386967,24.590113798403888,23.72563459019212,65
89.16835097777587,14.044305531561509,48.00132121334125,40.01627798980432,42.415742447655724,85
57.855781142853786,0.0,4.71459797036796,5.410581022962406,0.2716600552507459,65
87.39724190656761,5.985553618039068,42.7207156250455,33.51212398206062,42.82035225818466,65
89.50735217860021,10.12330311141162,54.97852878212333,49.762368749850395,48.92076976098641,85
91.48802130163713,13.442215369438067,80.44740885222966,61.14075402809762,63.68505670447054,65
59.26837550932712,0.0,28.62098515115773,25.429255736513138,24.014725403824794,40
59.06990642560871,1.3302934982326158,45.385459550323134,40.85816219000848,44.669838358104194,40
60.61510864656978,0.0,33.499828153673874,18.291328699317663,26.415689567687664,40
58.10865444872953,0.0,39.44428992739576,26.932033300524452,35.97554781401832,40
59.87440781706084,8.636043312944443,36.79231563525759,36.822106735958286,33.00653685474393,65
90.48034608038668,1.4841905652619587,27.903949799276084,18.12601612857221,19.088339687005337,85
59.772097372850105,6.016653274994328,23.754073125467748,17.083044450139855,25.533236075201327,65
87.52030493830873,4.5102753622219955,53.345772140449434,42.63521488514016,41.01449763041576,65
90.91603146424472,1.9553839518046199,31.88963898623878,29.87437441572172,28.856864102064645,65
59.49925958816112,0.0,16.548303622743127,9.138256277562526,14.40940637611612,40
59.55259159269834,7.939475451330297,38.67459841165219,32.74998208971374,37.971840170731085,65
90.19445259635633,11.113848396610747,27.345017276715733,19.5982863314078,28.4390084156448,65
90.70666895390957,1.315517582776541,8.35407853770231,4.5996638524443885,6.0584805687316265,40
59.9554386439749,2.903194715117003,14.205739914375364,10.581854746722769,8.949300018345122,40
90.70498259095774,0.0,29.797881139708334,23.56968939155973,29.025783506249404,65
59.73277963300561,0.22706642267644117,23.749588555560475,20.818104214770138,16.106131746532306,40
91.19098784902177,0.0,14.334780782890844,10.543330544605388,18.725025434760916,40
91.48715479269089,9.83989825569039,24.45982600303267,13.07556630578347,17.614646098809423,40
56.28696699045781,1.0592262500087,18.986364472430957,16.81005602753821,15.727370134774564,40
90.70925026153293,5.33980520177352,56.75557379150485,48.79745597064052,52.86164155864347,65
59.47483785486748,0.08349720602393851,7.2622717112456705,3.4370449969719985,0.0,40
