attendance,study_hours,previous_marks,assignment_score,internal_marks,final_score
96.8,8.06,32.81,54.72,70.61,72.43
46.35,7.87,52.26,79.3,31.88,60.61
49.29,7.5,35.0,43.67,58.4,61.4
96.68,2.84,55.54,66.2,68.93,65.56
84.19,4.04,73.55,94.79,92.88,84.69
92.98,5.23,60.54,87.48,87.01,79.99
52.16,3.98,54.94,58.33,48.25,56.04
75.26,7.79,37.75,95.49,62.97,77.28
82.07,3.96,45.92,59.78,33.67,50.97
80.81,2.24,36.51,44.35,45.65,49.65
64.49,4.59,82.49,99.64,80.37,82.79
40.92,9.82,38.79,92.2,38.02,69.77
74.98,3.03,68.7,67.96,46.75,59.42
55.19,6.51,52.28,79.98,91.36,78.77
67.02,4.9,44.69,80.27,83.55,72.49
97.45,1.64,71.57,51.67,80.82,67.32
63.94,5.39,59.71,52.0,86.2,71.61
90.39,7.32,56.01,68.17,78.72,82.82
51.31,5.62,68.54,94.69,37.84,67.89
80.35,8.85,61.93,40.6,63.58,71.39
98.62,3.6,49.73,86.95,58.88,70.76
46.11,1.78,66.34,43.45,50.22,50.77
40.5,9.43,73.52,68.69,84.21,83.05
66.01,4.4,31.74,78.27,60.17,61.97
45.56,6.19,60.28,81.21,33.92,61.77
84.9,8.13,33.75,43.51,47.87,61.17
94.87,3.92,42.12,65.12,44.86,58.17
66.04,7.45,66.43,75.03,87.69,84.63
55.52,2.22,86.3,43.96,72.08,60.56
66.06,3.62,87.38,48.11,66.42,67.93
83.41,2.3,34.55,79.82,62.93,62.62
40.54,8.3,57.24,71.3,72.26,76.5
75.37,3.0,67.9,49.71,79.07,70.01
76.8,7.46,39.56,72.11,66.04,72.13
78.26,9.49,79.75,94.76,90.99,98.02
54.52,5.75,78.38,40.94,93.49,75.11
82.84,5.86,88.72,78.56,94.7,88.82
45.48,5.15,30.55,44.42,73.51,57.83
51.96,3.93,44.08,40.39,90.62,58.28
92.65,5.28,83.77,49.04,56.29,70.96
84.32,6.43,73.59,65.37,85.87,79.52
40.82,9.87,88.14,88.14,89.1,90.86
54.9,9.44,33.72,56.91,88.77,78.06
52.86,8.76,68.8,77.54,84.01,83.9
56.25,9.0,66.99,64.67,56.43,75.59
54.85,5.21,32.32,54.06,40.33,50.19
43.75,6.92,63.38,70.85,51.71,68.43
67.54,9.06,69.62,87.85,79.87,87.76
83.96,4.54,42.43,89.95,45.14,60.05
76.4,9.66,47.77,90.79,61.09,82.1
80.37,4.74,71.62,60.31,66.75,65.98
44.87,6.41,60.44,87.61,69.25,70.24
97.09,7.39,85.77,52.73,90.82,86.22
90.31,9.56,52.25,84.31,73.0,84.64
88.31,3.2,47.33,96.9,81.11,73.34
89.38,7.72,94.02,40.82,67.82,77.94
95.96,5.69,89.22,66.42,84.18,82.19
72.66,3.42,31.88,78.87,47.14,58.82
52.02,7.99,80.1,82.11,43.64,71.96
77.01,5.97,37.17,50.57,90.21,66.63
84.57,6.95,31.79,98.33,75.08,77.89
84.28,3.91,47.79,76.92,73.65,67.2
71.29,5.33,47.51,49.86,60.37,59.83
44.11,6.56,83.26,41.23,54.49,65.68
62.27,4.64,76.19,87.0,66.12,72.52
95.25,2.79,93.8,44.78,37.84,58.03
75.07,9.65,76.25,48.46,59.56,79.09
72.3,5.6,57.19,74.49,59.6,71.36
56.13,7.61,75.43,76.21,64.99,78.34
62.11,4.7,94.96,81.21,71.25,72.77
93.72,4.2,76.16,63.61,92.23,77.95
79.99,4.66,79.51,86.43,72.39,78.65
87.24,4.68,90.99,98.46,87.44,88.42
67.26,5.9,37.39,56.27,66.16,62.76
77.81,5.89,75.81,82.18,70.75,77.25
54.9,5.47,85.3,95.71,34.54,65.66
82.33,2.21,92.03,81.18,38.66,68.13
65.66,5.46,43.71,80.87,67.68,68.77
66.55,2.52,62.76,53.43,55.72,57.52
78.96,2.14,74.24,72.11,81.92,71.05
96.18,9.39,46.09,73.75,65.31,81.56
43.84,6.44,69.03,82.01,87.35,78.96
89.48,6.94,46.74,99.81,93.2,85.8
57.54,4.62,51.67,42.02,39.6,47.77
66.64,9.18,58.7,43.91,55.66,70.94
41.31,6.74,64.4,44.68,73.22,67.2
58.06,7.92,59.21,84.58,49.86,74.1
70.16,4.32,62.06,48.18,47.36,59.05
43.37,9.64,49.41,77.35,82.89,79.21
69.47,8.38,40.33,59.48,93.72,81.71
95.63,8.69,33.08,67.44,80.3,81.79
46.32,2.55,42.74,52.94,64.04,53.05
85.87,3.44,67.83,91.97,58.76,75.57
64.58,3.57,81.1,75.17,65.08,73.48
79.31,3.44,41.0,96.67,60.08,67.43
55.61,8.7,37.06,74.48,62.69,72.34
49.57,1.29,78.7,47.43,43.22,51.02
49.63,1.68,49.84,50.25,88.74,57.12
44.23,3.47,91.85,99.34,79.04,76.12
51.14,2.8,76.43,83.53,74.26,70.29
79.85,3.09,51.24,42.96,91.75,64.35
92.9,8.18,48.82,82.23,48.49,76.33
88.85,6.07,64.04,64.73,35.28,65.15
81.11,1.05,35.14,58.43,83.7,56.9
46.63,4.86,37.65,49.24,94.9,65.04
57.35,4.67,41.43,90.39,67.6,69.53
58.59,2.03,80.36,43.83,33.82,49.01
55.0,7.09,63.4,57.39,80.73,74.53
70.9,7.32,30.69,58.38,34.79,57.84
72.13,7.49,73.78,49.65,65.1,74.68
61.41,7.56,57.54,70.49,48.04,67.47
61.23,1.0,63.21,40.7,89.48,60.01
89.71,9.59,43.92,58.06,59.34,73.53
87.36,8.33,65.87,96.02,88.4,91.23
58.47,9.14,93.64,58.63,49.44,75.56
94.83,1.14,34.77,61.63,55.18,53.85
97.17,9.4,48.45,68.39,91.56,89.23
59.6,8.29,45.79,73.7,43.09,66.22
61.27,8.53,46.16,88.52,67.6,79.11
70.34,1.84,54.62,51.42,55.25,53.69
96.47,7.65,83.18,92.3,80.32,92.21
92.58,9.64,89.34,85.45,38.4,82.39
46.15,7.11,43.14,83.36,58.42,65.88
63.56,6.14,65.29,45.21,75.43,66.68
73.2,9.51,71.4,41.3,56.46,74.51
70.19,4.99,63.92,75.64,33.8,59.33
51.63,6.39,58.21,91.79,75.83,75.48
91.53,5.29,42.48,75.07,62.71,69.02
80.62,9.4,61.73,52.79,30.74,69.81
90.27,1.68,56.08,45.43,69.82,60.85
91.53,5.51,81.71,81.98,89.79,87.07
84.9,7.18,79.63,83.31,37.22,76.97
66.35,8.13,38.71,50.35,68.39,64.58
76.63,6.25,35.75,41.69,77.36,69.57
49.62,9.18,89.03,64.5,34.6,72.86
80.42,9.48,64.81,74.96,31.47,73.36
50.76,1.58,85.76,82.36,60.17,61.46
81.64,4.62,33.78,88.6,81.43,71.82
53.78,1.21,64.22,76.63,40.45,52.62
47.05,3.96,65.06,46.65,84.38,65.88
49.92,5.83,85.95,80.95,72.68,78.58
40.12,9.2,36.34,99.05,51.59,70.12
83.12,8.62,45.63,94.34,63.53,79.21
83.94,2.15,56.42,92.3,92.76,75.93
70.9,1.84,86.28,58.13,44.07,58.88
49.68,6.3,91.03,85.05,62.47,77.17
45.01,5.79,94.53,91.07,70.59,82.49
41.15,3.4,92.35,80.7,38.97,61.04
49.94,9.1,30.39,55.03,32.83,57.17
93.45,9.35,33.1,97.23,30.87,74.06
54.49,4.62,39.59,67.05,51.11,58.82
61.26,9.01,52.68,47.79,34.81,59.55
46.32,4.46,83.94,46.59,82.25,66.64
53.34,7.63,88.02,78.85,94.83,88.27
71.15,5.28,42.14,66.26,33.98,62.06
76.47,2.1,70.28,45.67,58.13,56.83
54.72,9.35,89.63,84.42,31.67,75.65
43.46,5.09,60.14,87.96,38.71,61.71
63.46,7.61,36.73,83.52,50.99,69.84
54.05,4.3,59.76,52.14,55.59,58.25
53.17,1.17,54.43,81.39,91.09,67.72
97.59,1.9,67.55,40.64,55.73,55.36
76.98,5.47,58.51,58.31,62.26,65.73
73.41,7.21,31.13,63.93,45.96,64.16
64.95,4.01,94.61,90.11,30.01,65.74
65.74,7.26,65.33,63.42,88.46,77.77
72.45,7.29,60.79,40.68,35.31,57.33
81.79,7.34,92.05,61.14,92.68,87.44
82.13,5.43,40.13,69.94,38.5,59.46
50.3,9.23,42.3,96.94,69.32,80.2
70.01,5.4,82.52,96.46,94.96,87.63
64.72,5.05,46.95,50.85,39.0,54.36
92.23,2.79,81.95,51.11,57.56,63.82
77.89,3.77,47.65,49.8,80.73,67.27
71.95,1.38,32.16,87.34,32.09,52.87
46.92,6.7,63.61,40.36,74.84,66.25
76.34,3.24,42.78,47.63,35.22,49.16
47.03,3.74,79.26,72.28,45.37,61.12
60.23,7.94,71.68,54.85,40.4,66.59
48.57,3.94,90.03,45.54,88.98,72.25
81.52,3.18,80.89,61.59,41.73,62.15
52.38,2.52,41.75,56.45,32.63,42.64
63.51,7.97,82.01,70.67,68.2,83.08
93.74,2.17,71.71,98.75,52.5,69.73
52.26,5.08,73.48,47.46,56.37,60.87
70.47,5.56,84.1,62.36,37.74,69.97
65.16,7.19,67.3,95.92,78.64,83.75
41.09,6.7,60.29,92.61,69.1,74.73
87.57,8.3,71.38,63.66,53.67,77.35
44.14,1.4,49.37,81.94,41.15,48.47
68.46,3.67,41.87,45.27,68.57,58.34
73.64,3.52,70.08,82.75,80.61,72.91
77.71,2.31,45.2,98.37,50.31,62.43
81.32,3.6,35.19,72.25,31.68,48.67
55.2,3.79,30.04,69.91,43.93,48.33
40.6,5.7,69.54,51.24,74.36,70.46
83.41,6.97,53.54,78.03,94.29,82.03
72.14,4.43,78.9,75.43,30.87,58.1
90.17,7.48,54.39,79.12,49.9,71.43
89.28,4.03,61.59,41.56,34.03,57.79
90.6,3.61,56.46,72.92,50.56,60.08
69.11,5.87,72.29,75.7,56.38,69.64
60.02,1.21,53.15,52.45,89.86,57.19
87.49,1.72,92.64,52.5,35.24,56.48
67.08,4.76,90.85,56.57,80.51,74.73
51.01,9.49,85.12,82.7,55.71,80.69
91.3,7.49,89.82,76.38,82.73,94.19
92.95,1.79,59.19,90.75,63.37,65.02
67.98,8.62,64.87,57.74,32.55,65.83
44.54,7.59,78.24,94.72,91.5,88.38
63.27,6.5,75.25,84.62,35.38,66.37
88.21,8.38,87.89,63.7,68.85,86.13
94.11,4.64,76.56,45.72,87.05,75.49
52.21,2.99,94.86,55.42,35.19,56.67
44.02,5.61,52.65,97.41,66.0,70.22
92.64,5.94,84.14,58.62,83.58,78.27
63.36,5.84,75.35,59.79,94.11,81.98
72.51,6.09,74.94,51.38,77.08,78.63
98.08,9.54,51.18,88.41,48.09,80.55
43.99,9.12,81.06,56.54,75.47,77.76
78.9,8.88,88.52,59.82,75.87,89.48
44.45,8.21,44.21,64.86,75.5,75.44
62.53,9.49,70.66,66.02,85.53,85.76
88.23,1.89,55.49,64.68,35.68,52.26
66.01,3.39,94.32,70.22,37.05,62.24
99.83,5.46,61.12,88.87,71.64,76.77
73.54,8.62,44.84,89.16,92.0,86.4
59.27,5.55,54.82,87.9,60.28,72.82
53.21,7.73,72.5,46.07,92.44,78.42
61.03,2.25,34.95,87.98,90.98,64.58
62.35,3.27,69.23,47.22,88.69,68.42
44.12,7.59,90.53,47.48,89.14,78.6
62.17,2.48,85.27,96.87,88.39,78.34
67.85,4.16,34.4,89.16,83.29,67.74
83.36,3.38,94.57,73.14,75.17,74.97
79.4,4.15,75.42,92.5,31.59,66.82
82.53,7.37,40.55,99.36,38.6,70.6
40.5,4.31,30.81,76.64,38.73,48.41
53.06,6.0,41.13,76.77,31.53,56.24
79.7,1.9,84.48,85.27,37.59,60.72
69.04,8.25,31.41,53.93,89.78,73.42
40.32,4.33,45.15,50.03,73.15,60.18
88.27,6.84,79.22,85.57,50.28,79.95
86.37,7.53,68.1,60.69,81.57,81.97
72.91,2.89,80.88,48.1,61.74,62.77
43.99,8.96,78.5,58.89,39.24,68.23
85.99,6.55,33.29,61.52,87.49,75.46
75.02,4.86,88.01,97.91,52.01,74.59
86.92,2.64,44.76,81.88,75.43,69.32
85.1,9.48,65.97,71.85,48.89,79.4
88.18,7.8,71.88,98.13,62.5,84.95
71.08,2.87,40.96,94.19,83.06,68.81
48.42,4.04,93.46,70.72,40.19,63.94
80.27,8.29,61.73,94.34,93.52,91.73
77.23,7.26,33.75,64.26,34.56,58.31
84.54,7.89,90.92,53.83,64.71,80.0
50.19,4.97,68.11,53.96,89.54,72.77
51.7,7.45,75.45,79.74,91.47,81.64
93.42,4.48,64.14,70.06,45.09,64.87
85.0,2.9,84.26,79.54,39.36,66.71
94.49,6.69,32.15,81.16,77.09,76.35
85.52,9.78,47.44,41.34,32.73,65.4
75.83,3.8,60.53,43.24,61.54,62.26
79.25,5.15,34.98,71.96,81.76,72.46
93.35,7.07,75.88,51.46,66.42,76.19
74.73,5.87,55.59,77.95,42.22,65.0
77.94,8.59,47.72,73.13,61.66,77.64
49.39,7.86,30.22,75.15,89.88,76.98
68.44,1.52,76.79,58.15,70.12,61.91
82.98,9.99,84.2,78.39,76.9,92.9
56.26,7.77,55.68,89.77,51.86,73.05
52.14,8.78,66.67,99.88,42.25,78.49
58.83,6.86,44.8,90.31,46.62,69.12
54.49,8.71,70.44,73.45,64.66,79.51
52.89,2.01,30.79,51.61,48.21,41.74
65.49,4.13,61.76,80.89,65.23,67.7
94.47,8.89,71.87,96.26,76.01,92.38
70.42,2.81,89.68,52.71,77.74,72.22
51.28,1.7,54.79,55.36,40.7,45.7
44.62,8.09,79.74,48.94,78.78,78.79
81.77,8.52,68.85,84.2,73.72,85.15
62.97,2.46,90.26,64.39,30.78,54.78
89.31,8.69,55.89,43.76,33.83,66.16
79.57,7.18,50.74,92.5,72.01,83.27
87.77,5.68,87.66,73.46,54.94,75.65
56.32,8.47,33.2,59.87,39.5,54.96
81.54,4.77,38.87,60.64,32.89,50.8
55.84,2.75,35.36,57.42,40.36,46.51
96.34,3.56,84.8,67.33,92.24,78.5
78.18,5.55,30.69,60.22,77.29,65.24
59.47,5.78,86.01,72.88,64.3,74.46
56.17,8.25,59.33,86.41,91.2,80.66
51.46,8.12,30.26,80.47,70.24,70.48
81.68,6.23,56.11,57.67,77.17,71.4
53.12,8.03,42.14,71.72,48.37,62.33
75.72,2.73,70.59,90.41,68.28,69.26
55.88,1.45,74.16,44.09,39.33,45.32
79.72,8.86,61.69,44.7,56.29,73.21
88.9,1.68,32.63,73.37,32.16,50.78
86.68,3.22,72.65,78.35,44.08,63.75
85.65,7.26,84.73,52.68,34.87,67.75
51.26,4.69,76.82,84.71,55.21,67.45
45.3,8.89,83.95,78.78,84.8,84.79
81.94,3.68,43.03,95.4,54.57,62.97
62.1,1.11,87.78,50.14,84.06,61.6
65.94,3.71,50.94,85.08,72.67,65.51
41.87,6.2,30.87,45.02,63.12,59.16
55.57,4.38,84.82,73.92,45.4,63.27
42.02,5.81,91.22,73.11,89.94,74.79
92.75,8.89,72.61,63.3,33.52,72.2
54.6,9.21,45.04,90.67,74.78,77.61
73.44,3.39,46.36,40.26,70.38,58.05
42.34,5.16,60.33,71.21,58.67,63.06
80.01,5.94,88.36,53.03,45.62,68.93
59.38,9.54,39.72,84.61,58.0,74.94
93.88,9.99,83.69,42.58,86.73,89.58
93.29,3.12,48.93,89.89,84.39,71.96
59.52,7.54,82.56,90.29,91.19,89.56
94.06,4.4,89.82,89.97,50.01,78.11
99.77,1.07,57.79,49.15,55.16,59.2
89.52,1.08,53.73,77.82,31.22,51.33
90.69,5.15,82.14,40.86,91.29,78.21
54.94,5.4,64.42,90.88,51.41,69.22
74.6,1.2,74.49,83.38,56.27,65.63
44.04,7.18,70.48,71.87,89.01,78.76
45.7,3.65,39.94,83.84,64.23,61.39
99.93,6.04,84.91,45.66,66.8,74.6
59.6,3.71,42.73,71.72,41.46,54.2
84.89,2.5,90.6,57.48,62.41,69.26
88.4,4.66,46.29,98.36,89.68,78.16
91.48,3.09,77.7,91.43,66.32,74.12
99.86,5.81,48.5,84.0,46.58,71.89
54.49,2.79,50.66,96.02,32.03,55.33
42.42,5.58,50.15,60.81,51.86,60.13
64.67,2.42,78.61,94.05,67.22,72.15
47.8,7.04,66.19,59.51,32.77,59.06
41.35,7.79,87.39,83.97,69.64,85.24
61.63,1.99,49.98,84.19,64.02,60.53
87.02,5.21,74.98,41.1,80.92,67.46
73.97,1.64,78.94,61.66,31.88,52.31
58.77,6.38,39.85,41.17,80.76,64.26
79.26,3.38,56.04,99.83,63.86,72.26
53.92,5.75,61.38,47.33,54.08,59.53
40.86,5.66,53.12,72.57,92.75,75.44
85.86,9.32,50.94,87.43,40.41,77.09
77.42,5.94,74.62,52.08,65.19,69.36
85.74,6.25,44.03,69.1,50.86,66.09
42.34,4.61,76.11,76.45,64.29,66.12
90.23,9.54,90.78,49.61,65.9,85.6
77.17,7.99,66.74,86.71,35.81,71.42
73.8,3.57,69.74,57.96,72.97,67.57
77.48,8.6,34.48,52.66,71.24,71.38
91.87,4.89,86.19,73.5,80.02,81.65
75.22,8.46,48.55,64.62,35.89,69.94
74.86,8.41,69.98,95.22,49.32,79.37
99.44,2.7,93.64,92.8,72.26,76.76
85.4,7.31,68.71,69.0,38.89,72.33
66.54,3.62,77.11,61.56,74.04,70.99
82.44,3.68,58.95,59.53,33.84,51.46
63.35,3.67,33.92,56.05,51.77,50.8
53.73,7.53,81.84,72.67,85.04,84.17
75.81,3.07,32.27,88.3,80.33,68.31
95.69,1.01,75.54,58.65,71.91,65.28
95.75,7.44,31.49,51.41,86.58,75.55
60.51,2.54,86.05,68.53,76.1,67.3
71.66,1.94,40.25,44.14,63.76,46.81
52.7,3.14,63.43,82.08,93.68,77.06
99.74,4.42,68.81,71.1,75.17,74.61
98.87,5.28,59.74,69.78,69.09,75.01
78.97,1.4,52.15,58.03,56.58,54.04
88.26,9.74,60.41,94.28,88.66,96.92
82.91,7.44,50.24,45.43,49.22,65.17
75.59,3.91,58.48,92.19,30.6,60.73
43.2,3.87,53.33,62.6,42.79,46.91
67.29,5.04,66.8,92.84,37.12,64.09
80.49,6.64,45.47,83.73,50.73,71.22
80.65,2.32,94.26,46.25,83.68,72.41
62.39,2.7,62.56,89.89,72.35,66.4
96.5,8.73,42.62,80.93,40.98,70.15
50.04,3.31,61.01,41.94,81.27,61.01
70.02,4.42,86.32,48.02,62.77,61.44
81.45,8.84,31.42,78.14,63.33,72.93
81.83,6.97,74.17,79.76,53.54,80.07
78.92,4.08,65.62,84.8,86.2,80.87
56.52,7.15,41.02,83.21,50.69,67.38
49.37,1.18,83.14,79.57,36.12,54.35
78.16,7.62,53.98,85.97,49.68,69.77
75.96,5.38,49.1,74.51,76.5,71.03
50.76,8.32,83.83,55.65,72.74,77.54
82.31,9.59,71.5,94.74,42.22,80.8
67.31,9.33,88.39,41.09,37.27,69.8
80.07,9.18,70.94,61.99,72.96,86.03
90.24,5.61,78.15,83.73,73.96,81.04
50.18,4.24,84.37,65.63,53.8,63.59
41.15,5.19,33.56,41.49,84.78,61.07
86.75,7.21,80.44,43.96,93.58,81.15
76.58,8.96,69.89,78.92,43.37,74.98
81.98,2.86,34.52,97.89,67.51,64.71
90.29,9.26,63.06,73.11,30.35,73.14
88.17,8.34,35.36,70.41,76.35,77.44
97.66,9.81,77.84,59.1,56.93,83.01
72.16,8.92,65.52,55.4,42.56,68.75
69.31,3.52,91.98,41.26,78.89,67.37
64.11,1.95,41.9,56.38,82.69,60.17
49.22,2.01,69.39,66.95,37.23,50.17
74.36,3.62,43.75,51.88,32.66,50.37
56.62,6.53,69.91,45.24,51.72,61.14
95.28,8.24,76.97,83.06,70.69,86.77
74.99,9.09,76.95,93.68,81.57,92.13
75.57,6.61,82.98,96.21,65.49,83.09
61.3,1.05,85.48,77.08,67.75,66.17
43.12,2.68,35.02,43.17,81.99,52.54
41.9,1.9,52.31,84.45,64.37,59.19
65.4,4.27,74.66,46.61,69.73,66.41
45.07,5.51,62.41,80.18,63.55,67.9
76.41,1.39,42.39,86.76,87.23,65.03
92.86,4.14,65.93,83.55,45.31,69.28
92.97,2.61,56.48,97.11,47.16,63.48
79.54,6.82,55.35,84.29,38.32,68.36
52.67,5.18,82.63,81.59,83.27,78.57
91.78,5.46,56.49,55.7,56.77,66.47
93.17,4.85,31.72,95.49,52.61,66.55
51.8,9.6,33.77,50.77,93.79,75.17
84.25,2.93,85.66,94.29,90.24,79.79
57.19,5.65,92.44,58.76,93.18,83.71
88.16,7.62,74.75,47.81,39.25,67.58
99.83,6.01,53.68,89.6,87.93,84.78
41.8,9.36,91.01,40.15,51.37,71.04
93.84,4.4,73.08,89.93,30.82,69.12
77.36,5.17,84.88,55.74,55.43,73.15
98.4,1.8,79.78,93.08,63.1,73.08
67.9,6.48,54.64,81.49,37.03,64.41
90.84,3.59,61.12,79.97,64.95,68.06
43.74,2.44,42.1,61.92,83.27,55.56
60.12,5.9,48.98,43.56,54.55,55.09
44.02,5.79,80.58,89.8,52.92,69.44
98.52,1.68,88.11,50.25,52.02,58.07
89.02,7.28,77.09,62.34,90.0,88.6
91.15,6.61,60.24,76.02,33.17,68.25
96.28,2.7,35.62,68.94,58.93,59.28
45.11,5.22,33.7,51.92,47.2,53.32
63.14,7.48,54.33,48.44,88.1,73.01
44.26,5.76,60.15,47.39,36.24,51.78
52.65,4.56,69.59,91.78,56.74,64.73
53.76,3.9,30.42,41.89,56.44,50.76
68.15,6.49,94.33,98.62,87.75,89.74
56.11,9.45,53.66,51.91,44.01,66.39
46.06,7.05,85.13,46.62,71.92,74.47
50.05,1.67,64.77,74.62,38.74,53.92
48.84,5.15,38.48,44.8,92.01,64.4
98.38,9.02,81.84,76.15,68.55,90.24
85.56,1.85,76.14,91.04,70.71,70.3
98.07,9.9,64.28,42.87,58.2,81.72
66.38,9.54,63.45,87.99,52.25,79.44
56.7,1.7,35.69,63.67,43.82,45.93
87.9,9.4,72.63,49.57,69.26,81.09
59.58,4.27,89.23,50.57,92.05,77.59
57.96,8.6,36.06,95.13,53.39,72.85
53.95,4.77,47.13,46.64,87.41,66.52
47.78,4.97,88.65,92.01,39.67,68.33
55.39,6.71,48.48,72.65,90.85,76.12
61.32,7.97,72.51,42.34,52.78,69.79
80.44,1.3,64.76,67.87,54.68,58.94
43.75,6.34,68.76,89.05,60.08,70.08
52.63,2.68,57.03,83.57,76.69,63.74
88.54,4.11,49.5,69.33,76.78,70.65
48.82,4.13,33.15,91.6,61.17,62.76
60.56,5.22,78.38,47.22,64.0,69.73
91.88,4.01,78.5,94.6,31.95,64.46
49.3,1.97,73.6,90.79,49.78,60.18
44.96,2.31,71.84,82.5,52.49,60.11
69.07,1.3,45.84,89.07,66.32,61.08
58.15,5.23,31.45,72.63,66.29,64.52
73.8,9.59,82.57,80.51,76.14,91.81
88.23,2.04,61.92,73.64,76.61,66.46
48.23,9.52,49.94,61.33,45.29,64.85
74.84,7.6,36.63,74.13,80.06,77.02
70.33,6.74,34.08,55.45,31.27,56.67
48.64,6.81,52.68,66.42,76.55,71.39
77.44,8.44,82.31,56.85,36.63,68.38
56.42,1.96,89.72,47.37,77.43,61.92
69.27,5.54,88.29,59.31,64.26,74.42
44.94,7.27,89.8,91.12,58.42,77.93
67.58,6.28,89.0,62.86,74.89,78.91
58.39,8.5,64.27,84.88,32.36,71.68
89.34,1.65,44.26,50.51,44.53,47.43
43.42,7.22,81.87,65.47,70.07,74.22
65.12,5.81,43.89,46.89,85.07,66.92
67.51,4.41,47.37,48.32,54.77,57.43
83.5,4.06,45.16,77.05,46.82,62.71
74.46,6.59,63.47,76.45,63.72,71.78
80.03,9.02,50.92,52.8,70.45,76.42
86.62,5.47,40.02,68.47,57.31,67.3
91.73,8.42,59.46,91.8,86.99,87.45
58.83,4.62,86.8,50.45,64.02,66.9
72.28,1.92,67.09,41.15,32.33,44.56
90.41,1.55,87.09,79.12,44.5,62.75
99.37,1.46,42.73,43.21,59.29,48.52
93.37,4.42,40.85,98.8,75.35,78.38
62.29,4.04,67.41,76.58,44.28,60.81
51.71,7.46,60.12,68.22,93.46,78.5
69.36,7.69,72.91,65.8,50.71,73.24
84.5,1.46,81.65,74.38,64.61,64.83
69.55,2.99,78.83,45.44,31.23,49.86
68.99,3.47,91.25,95.8,87.52,85.71
90.29,5.93,55.89,77.54,81.27,83.05
61.68,2.3,43.42,51.04,42.7,45.52
91.59,2.21,65.81,73.75,90.66,76.51
64.41,9.49,37.2,48.0,50.53,66.3
59.69,8.24,48.78,41.05,74.99,67.19
67.24,2.63,43.51,77.83,83.23,64.04
85.75,4.66,55.78,78.91,78.16,78.0
47.56,4.2,37.23,75.02,89.64,64.12
51.79,8.12,32.07,51.01,86.18,75.1
97.09,5.59,72.69,76.21,94.65,85.57
50.53,2.15,69.67,43.39,41.87,51.29
74.06,7.65,76.04,76.55,49.81,75.08
74.76,4.57,72.93,73.24,71.35,74.88
69.38,3.37,37.43,79.32,77.65,68.27
78.68,4.38,48.92,93.73,64.75,73.49
53.79,5.48,38.42,91.02,34.81,56.93
73.16,4.09,84.79,98.84,84.7,81.62
62.33,3.18,78.55,98.57,92.46,80.3
79.7,4.59,43.1,86.34,56.36,63.63
48.47,1.17,52.19,97.39,44.61,53.97
74.25,7.95,92.83,92.04,31.26,75.72
51.12,2.54,68.62,83.65,45.42,60.26
56.72,1.4,82.08,44.52,75.49,58.83
53.12,6.88,47.2,42.94,89.25,66.49
50.97,7.97,43.65,90.26,36.08,67.98
89.54,8.32,80.95,69.38,65.96,84.45
57.14,5.44,74.58,88.88,75.21,77.48
95.63,2.85,74.26,58.78,47.96,64.65
98.2,7.64,65.92,63.86,67.04,81.64
74.28,7.3,66.63,82.01,76.49,80.54
48.58,3.22,77.82,94.92,84.45,74.32
62.47,9.13,47.55,45.27,59.41,66.36
87.86,1.94,52.93,91.69,78.61,67.61
62.04,9.84,86.66,87.58,49.62,84.8
45.22,8.74,50.08,58.93,43.85,64.37
73.41,7.19,65.51,61.31,42.18,68.53
90.71,9.45,75.67,42.79,53.33,79.49
87.76,7.5,95.0,40.94,32.33,70.35
50.51,2.71,58.29,68.62,48.39,55.98
80.37,4.98,57.83,45.73,72.39,62.78
53.23,1.64,84.77,51.64,72.11,60.39
53.09,4.51,82.36,90.81,34.78,66.24
92.44,7.67,77.52,74.26,48.68,75.66
54.98,4.48,60.11,78.02,67.02,67.36
55.79,3.97,51.06,51.25,50.71,55.01
40.04,6.36,69.57,89.72,57.17,71.8
92.24,8.85,86.95,92.08,76.33,95.4
87.56,1.43,87.45,71.4,30.6,58.86
77.64,4.47,37.05,94.75,47.97,63.93
85.02,2.42,57.84,90.69,39.25,57.36
49.12,7.26,60.21,83.88,38.29,66.84
67.5,1.95,93.54,84.04,92.34,78.79
61.07,6.98,74.07,46.32,54.48,64.13
45.63,3.58,56.47,56.25,64.26,60.38
69.17,2.79,31.69,44.01,77.7,56.87
95.24,9.43,66.75,40.52,33.08,66.48
42.4,1.17,36.24,49.5,45.67,38.5
57.49,4.94,84.24,92.83,84.09,80.49
52.45,1.19,78.91,54.39,86.03,62.18
54.29,5.35,59.93,98.21,54.24,70.0
94.51,5.51,57.9,75.84,54.37,69.06
68.08,3.89,88.33,54.24,79.2,74.47
67.98,2.19,48.75,69.83,49.18,56.23
85.63,4.39,46.19,53.15,37.61,56.21
49.27,7.05,91.05,99.04,46.74,77.14
69.24,8.04,82.6,90.84,55.18,83.6
65.8,5.78,83.34,41.57,33.39,58.77
75.81,6.31,42.69,96.87,61.11,71.94
99.97,2.81,39.31,83.26,78.1,72.34
86.17,3.59,31.69,44.94,63.39,56.88
63.87,2.46,45.41,80.24,34.67,49.89
89.65,3.24,80.32,78.82,58.61,70.12
50.24,3.02,45.6,53.13,76.08,56.18
41.83,5.68,77.39,85.51,33.78,67.23
52.27,6.06,46.37,45.22,33.89,51.48
60.42,9.5,55.69,69.37,54.09,74.37
70.63,2.76,93.91,40.6,42.67,58.64
